user_id,signup_date,country
U0005303,2024-04-14T00:00:00Z,BR
U0005304,2024-10-12T00:00:00Z,FR
U0005305,2022-09-06T00:00:00Z,GB
U0005306,2021-02-06T00:00:00Z,CA
U0005307,2020-05-30T00:00:00Z,IN
U0005308,2021-06-24T00:00:00Z,AU
U0005309,2022-12-19T00:00:00Z,US
U0005310,2022-10-08T00:00:00Z,ES
U0005311,2025-04-26T00:00:00Z,CA
U0005312,2023-07-10T00:00:00Z,FR
U0005313,2024-10-19T00:00:00Z,DE
U0005314,2025-06-08T00:00:00Z,DE
U0005315,2024-01-24T00:00:00Z,FR
U0005316,2020-05-23T00:00:00Z,MX
U0005317,2020-10-10T00:00:00Z,GB
U0005318,2020-05-27T00:00:00Z,BR
U0005319,2023-01-25T00:00:00Z,GB
U0005320,2024-12-04T00:00:00Z,GB
U0005321,2020-02-12T00:00:00Z,FR
U0005322,2021-03-12T00:00:00Z,US
U0005323,2022-12-13T00:00:00Z,FR
U0005324,2024-08-10T00:00:00Z,AU
U0005325,2020-09-05T00:00:00Z,ES
U0005326,2022-02-26T00:00:00Z,US
U0005327,2023-07-30T00:00:00Z,CA
U0005328,2024-08-23T00:00:00Z,IN
U0005329,2020-11-14T00:00:00Z,CA
U0005330,2022-04-26T00:00:00Z,AU
U0005331,2024-04-14T00:00:00Z,US
U0005332,2023-11-14T00:00:00Z,FR
U0005333,2023-05-29T00:00:00Z,CA
U0005334,2022-05-17T00:00:00Z,BR
U0005335,2021-01-22T00:00:00Z,DE
U0005336,2025-02-12T00:00:00Z,MX
U0005337,2023-04-25T00:00:00Z,US
U0005338,2022-04-27T00:00:00Z,ES
U0005339,2022-06-08T00:00:00Z,AU
U0005340,2020-01-31T00:00:00Z,CA
U0005341,2020-10-28T00:00:00Z,CA
U0005342,2024-05-19T00:00:00Z,MX
U0005343,2023-09-26T00:00:00Z,US
U0005344,2023-12-31T00:00:00Z,MX
U0005345,2024-02-12T00:00:00Z,CA
U0005346,2023-09-10T00:00:00Z,GB
U0005347,2021-12-04T00:00:00Z,GB
U0005348,2024-06-02T00:00:00Z,BR
U0005349,2020-11-01T00:00:00Z,FR
U0005350,2024-07-06T00:00:00Z,ES
U0005351,2025-02-09T00:00:00Z,US
U0005352,2020-12-24T00:00:00Z,FR
U0005353,2024-12-23T00:00:00Z,MX
U0005354,2021-05-07T00:00:00Z,ES
U0005355,2023-04-09T00:00:00Z,AU
U0005356,2023-05-24T00:00:00Z,MX
U0005357,2023-03-08T00:00:00Z,DE
U0005358,2024-09-27T00:00:00Z,GB
U0005359,2025-04-01T00:00:00Z,GB
U0005360,2021-10-03T00:00:00Z,GB
U0005361,2025-01-31T00:00:00Z,MX
U0005362,2022-04-28T00:00:00Z,AU
U0005363,2021-06-12T00:00:00Z,AU
U0005364,2023-11-01T00:00:00Z,BR
U0005365,2021-07-24T00:00:00Z,CA
U0005366,2024-06-29T00:00:00Z,FR
U0005367,2024-04-19T00:00:00Z,BR
U0005368,2022-06-09T00:00:00Z,BR
U0005369,2020-08-19T00:00:00Z,US
U0005370,2020-06-01T00:00:00Z,AU
U0005371,2024-05-22T00:00:00Z,CA
U0005372,2021-03-28T00:00:00Z,IN
U0005373,2022-05-22T00:00:00Z,AU
U0005374,2020-02-19T00:00:00Z,MX
U0005375,2023-12-20T00:00:00Z,BR
U0005376,2020-02-20T00:00:00Z,DE
U0005377,2023-02-24T00:00:00Z,ES
U0005378,2022-09-07T00:00:00Z,US
U0005379,2024-09-18T00:00:00Z,DE
U0005380,2021-10-11T00:00:00Z,DE
U0005381,2023-05-01T00:00:00Z,IN
U0005382,2024-04-27T00:00:00Z,FR
U0005383,2023-12-01T00:00:00Z,GB
U0005384,2024-05-16T00:00:00Z,ES
U0005385,2022-12-22T00:00:00Z,ES
U0005386,2025-03-17T00:00:00Z,MX
U0005387,2020-04-16T00:00:00Z,GB
U0005388,2025-03-03T00:00:00Z,DE
U0005389,2023-03-27T00:00:00Z,US
U0005390,2023-11-10T00:00:00Z,GB
U0005391,2020-02-02T00:00:00Z,AU
U0005392,2025-05-08T00:00:00Z,FR
U0005393,2025-05-07T00:00:00Z,CA
U0005394,2022-08-16T00:00:00Z,GB
U0005395,2020-08-26T00:00:00Z,FR
U0005396,2020-12-31T00:00:00Z,FR
U0005397,2022-03-20T00:00:00Z,IN
U0005398,2021-03-19T00:00:00Z,GB
U0005399,2021-01-24T00:00:00Z,DE
U0005400,2022-11-07T00:00:00Z,AU
U0005401,2020-05-28T00:00:00Z,BR
U0005402,2024-06-18T00:00:00Z,IN
U0005403,2020-12-24T00:00:00Z,MX
U0005404,2021-10-16T00:00:00Z,DE
U0005405,2023-09-09T00:00:00Z,MX
U0005406,2023-04-22T00:00:00Z,MX
U0005407,2025-05-02T00:00:00Z,ES
U0005408,2022-08-17T00:00:00Z,CA
U0005409,2024-01-17T00:00:00Z,ES
U0005410,2025-06-09T00:00:00Z,MX
U0005411,2021-02-04T00:00:00Z,MX
U0005412,2024-08-28T00:00:00Z,DE
U0005413,2025-06-23T00:00:00Z,ES
U0005414,2024-10-12T00:00:00Z,MX
U0005415,2021-10-08T00:00:00Z,DE
U0005416,2020-05-18T00:00:00Z,MX
U0005417,2025-05-23T00:00:00Z,GB
U0005418,2021-06-05T00:00:00Z,ES
U0005419,2021-07-05T00:00:00Z,US
U0005420,2020-05-30T00:00:00Z,US
U0005421,2022-09-08T00:00:00Z,CA
U0005422,2022-03-12T00:00:00Z,ES
U0005423,2020-01-25T00:00:00Z,CA
U0005424,2023-12-26T00:00:00Z,BR
U0005425,2022-05-21T00:00:00Z,GB
U0005426,2025-05-22T00:00:00Z,DE
U0005427,2022-03-15T00:00:00Z,ES
U0005428,2024-11-02T00:00:00Z,FR
U0005429,2020-08-01T00:00:00Z,US
U0005430,2020-11-24T00:00:00Z,DE
U0005431,2025-04-25T00:00:00Z,BR
U0005432,2021-08-20T00:00:00Z,GB
U0005433,2021-02-24T00:00:00Z,CA
U0005434,2020-03-03T00:00:00Z,IN
U0005435,2023-01-17T00:00:00Z,IN
U0005436,2022-01-10T00:00:00Z,FR
U0005437,2025-05-12T00:00:00Z,CA
U0005438,2020-03-06T00:00:00Z,BR
U0005439,2023-12-03T00:00:00Z,GB
U0005440,2023-03-29T00:00:00Z,GB
U0005441,2023-07-10T00:00:00Z,AU
U0005442,2023-07-29T00:00:00Z,BR
U0005443,2020-10-12T00:00:00Z,BR
U0005444,2022-08-13T00:00:00Z,CA
U0005445,2025-05-23T00:00:00Z,GB
U0005446,2024-06-25T00:00:00Z,US
U0005447,2020-03-21T00:00:00Z,ES
U0005448,2023-10-30T00:00:00Z,BR
U0005449,2022-12-10T00:00:00Z,CA
U0005450,2020-06-19T00:00:00Z,GB
U0005451,2023-07-27T00:00:00Z,ES
U0005452,2021-04-15T00:00:00Z,FR
U0005453,2021-12-24T00:00:00Z,AU
U0005454,2023-01-20T00:00:00Z,DE
U0005455,2020-11-01T00:00:00Z,GB
U0005456,2020-01-06T00:00:00Z,ES
U0005457,2020-09-30T00:00:00Z,IN
U0005458,2020-05-11T00:00:00Z,MX
U0005459,2022-07-08T00:00:00Z,IN
U0005460,2023-02-01T00:00:00Z,AU
U0005461,2020-10-09T00:00:00Z,BR
U0005462,2022-08-20T00:00:00Z,AU
U0005463,2024-08-26T00:00:00Z,US
U0005464,2022-06-13T00:00:00Z,GB
U0005465,2022-09-30T00:00:00Z,MX
U0005466,2023-11-30T00:00:00Z,FR
U0005467,2024-04-09T00:00:00Z,CA
U0005468,2023-07-12T00:00:00Z,FR
U0005469,2021-10-30T00:00:00Z,US
U0005470,2020-11-17T00:00:00Z,MX
U0005471,2024-02-06T00:00:00Z,DE
U0005472,2021-12-24T00:00:00Z,DE
U0005473,2020-07-06T00:00:00Z,IN
U0005474,2020-02-07T00:00:00Z,DE
U0005475,2024-12-17T00:00:00Z,US
U0005476,2020-03-07T00:00:00Z,BR
U0005477,2020-08-23T00:00:00Z,MX
U0005478,2021-09-13T00:00:00Z,BR
U0005479,2024-04-23T00:00:00Z,AU
U0005480,2023-12-25T00:00:00Z,GB
U0005481,2020-09-20T00:00:00Z,FR
U0005482,2024-12-01T00:00:00Z,GB
U0005483,2021-03-01T00:00:00Z,IN
U0005484,2020-01-27T00:00:00Z,CA
U0005485,2022-05-06T00:00:00Z,IN
U0005486,2022-07-14T00:00:00Z,GB
U0005487,2020-09-21T00:00:00Z,CA
U0005488,2021-10-21T00:00:00Z,IN
U0005489,2020-11-10T00:00:00Z,BR
U0005490,2021-04-17T00:00:00Z,IN
U0005491,2023-12-15T00:00:00Z,CA
U0005492,2023-10-03T00:00:00Z,AU
U0005493,2023-10-30T00:00:00Z,GB
U0005494,2024-12-01T00:00:00Z,AU
U0005495,2021-02-08T00:00:00Z,ES
U0005496,2021-11-08T00:00:00Z,CA
U0005497,2023-03-22T00:00:00Z,US
U0005498,2022-06-09T00:00:00Z,MX
U0005499,2020-10-16T00:00:00Z,BR
U0005500,2020-03-02T00:00:00Z,MX
U0005501,2020-08-17T00:00:00Z,FR
U0005502,2023-12-23T00:00:00Z,FR
U0005503,2021-03-28T00:00:00Z,US
U0005504,2022-05-14T00:00:00Z,FR
U0005505,2023-06-07T00:00:00Z,FR
U0005506,2024-09-08T00:00:00Z,BR
U0005507,2022-08-23T00:00:00Z,AU
U0005508,2020-01-19T00:00:00Z,CA
U0005509,2021-02-26T00:00:00Z,IN
U0005510,2021-06-04T00:00:00Z,DE
U0005511,2021-07-24T00:00:00Z,AU
U0005512,2020-05-11T00:00:00Z,IN
U0005513,2022-03-08T00:00:00Z,US
U0005514,2022-06-11T00:00:00Z,FR
U0005515,2021-06-24T00:00:00Z,MX
U0005516,2022-08-08T00:00:00Z,IN
U0005517,2020-03-03T00:00:00Z,BR
U0005518,2021-08-11T00:00:00Z,AU
U0005519,2024-06-03T00:00:00Z,DE
U0005520,2023-02-05T00:00:00Z,IN
U0005521,2020-07-23T00:00:00Z,DE
U0005522,2024-02-01T00:00:00Z,US
U0005523,2022-09-30T00:00:00Z,FR
U0005524,2021-09-05T00:00:00Z,GB
U0005525,2023-04-03T00:00:00Z,FR
U0005526,2024-08-27T00:00:00Z,GB
U0005527,2022-11-22T00:00:00Z,IN
U0005528,2023-04-15T00:00:00Z,GB
U0005529,2021-08-28T00:00:00Z,US
U0005530,2020-08-31T00:00:00Z,DE
U0005531,2020-01-13T00:00:00Z,DE
U0005532,2024-08-02T00:00:00Z,IN
U0005533,2023-09-01T00:00:00Z,MX
U0005534,2025-05-28T00:00:00Z,FR
U0005535,2023-06-14T00:00:00Z,MX
U0005536,2023-12-15T00:00:00Z,FR
U0005537,2020-07-21T00:00:00Z,CA
U0005538,2020-09-07T00:00:00Z,DE
U0005539,2024-09-09T00:00:00Z,GB
U0005540,2023-12-21T00:00:00Z,DE
U0005541,2022-02-01T00:00:00Z,GB
U0005542,2023-11-30T00:00:00Z,CA
U0005543,2023-11-27T00:00:00Z,GB
U0005544,2020-09-29T00:00:00Z,BR
U0005545,2025-03-30T00:00:00Z,IN
U0005546,2021-10-26T00:00:00Z,BR
U0005547,2024-09-11T00:00:00Z,BR
U0005548,2021-01-30T00:00:00Z,ES
U0005549,2023-08-19T00:00:00Z,ES
U0005550,2023-07-26T00:00:00Z,AU
U0005551,2021-04-26T00:00:00Z,DE
U0005552,2025-03-01T00:00:00Z,AU
U0005553,2024-02-24T00:00:00Z,IN
U0005554,2025-05-09T00:00:00Z,AU
U0005555,2022-10-14T00:00:00Z,FR
U0005556,2020-12-23T00:00:00Z,DE
U0005557,2024-03-08T00:00:00Z,CA
U0005558,2023-05-05T00:00:00Z,DE
U0005559,2020-04-05T00:00:00Z,US
U0005560,2020-06-27T00:00:00Z,US
U0005561,2025-02-16T00:00:00Z,DE
U0005562,2024-05-08T00:00:00Z,GB
U0005563,2024-07-31T00:00:00Z,DE
U0005564,2021-10-16T00:00:00Z,BR
U0005565,2023-11-05T00:00:00Z,FR
U0005566,2024-09-05T00:00:00Z,GB
U0005567,2022-08-06T00:00:00Z,ES
U0005568,2023-12-13T00:00:00Z,BR
U0005569,2023-02-04T00:00:00Z,BR
U0005570,2020-12-28T00:00:00Z,FR
U0005571,2020-03-23T00:00:00Z,CA
U0005572,2020-06-17T00:00:00Z,ES
U0005573,2021-07-19T00:00:00Z,BR
U0005574,2023-04-18T00:00:00Z,IN
U0005575,2025-06-08T00:00:00Z,CA
U0005576,2020-02-10T00:00:00Z,AU
U0005577,2025-02-03T00:00:00Z,DE
U0005578,2024-07-01T00:00:00Z,BR
U0005579,2024-12-29T00:00:00Z,BR
U0005580,2020-01-15T00:00:00Z,MX
U0005581,2022-08-22T00:00:00Z,US
U0005582,2024-09-09T00:00:00Z,BR
U0005583,2022-06-03T00:00:00Z,US
U0005584,2024-06-24T00:00:00Z,AU
U0005585,2024-08-20T00:00:00Z,GB
U0005586,2020-12-30T00:00:00Z,MX
U0005587,2025-01-02T00:00:00Z,CA
U0005588,2022-01-23T00:00:00Z,DE
U0005589,2025-05-19T00:00:00Z,AU
U0005590,2023-09-15T00:00:00Z,DE
U0005591,2023-05-06T00:00:00Z,GB
U0005592,2020-04-02T00:00:00Z,DE
U0005593,2024-02-17T00:00:00Z,DE
U0005594,2023-02-28T00:00:00Z,FR
U0005595,2022-06-26T00:00:00Z,DE
U0005596,2022-06-30T00:00:00Z,ES
U0005597,2023-05-12T00:00:00Z,MX
U0005598,2024-10-12T00:00:00Z,US
U0005599,2020-08-07T00:00:00Z,CA
U0005600,2024-05-27T00:00:00Z,ES
U0005601,2023-04-28T00:00:00Z,BR
U0005602,2021-04-02T00:00:00Z,IN
U0005603,2023-12-22T00:00:00Z,AU
U0005604,2024-04-02T00:00:00Z,DE
U0005605,2022-08-15T00:00:00Z,FR
U0005606,2025-06-12T00:00:00Z,GB
U0005607,2022-06-24T00:00:00Z,AU
U0005608,2021-10-27T00:00:00Z,US
U0005609,2020-06-28T00:00:00Z,FR
U0005610,2020-01-02T00:00:00Z,BR
U0005611,2023-03-13T00:00:00Z,DE
U0005612,2025-06-05T00:00:00Z,BR
U0005613,2023-03-14T00:00:00Z,ES
U0005614,2025-02-09T00:00:00Z,IN
U0005615,2024-06-22T00:00:00Z,US
U0005616,2024-12-03T00:00:00Z,DE
U0005617,2023-09-12T00:00:00Z,GB
U0005618,2021-01-06T00:00:00Z,US
U0005619,2024-05-09T00:00:00Z,CA
U0005620,2021-02-16T00:00:00Z,FR
U0005621,2023-12-23T00:00:00Z,BR
U0005622,2023-05-03T00:00:00Z,FR
U0005623,2020-05-04T00:00:00Z,IN
U0005624,2025-02-17T00:00:00Z,BR
U0005625,2021-02-04T00:00:00Z,AU
U0005626,2022-07-28T00:00:00Z,FR
U0005627,2023-10-26T00:00:00Z,US
U0005628,2020-09-23T00:00:00Z,BR
U0005629,2023-07-25T00:00:00Z,MX
U0005630,2024-12-23T00:00:00Z,BR
U0005631,2023-04-16T00:00:00Z,MX
U0005632,2024-01-17T00:00:00Z,CA
U0005633,2020-01-15T00:00:00Z,ES
U0005634,2021-07-29T00:00:00Z,FR
U0005635,2025-01-22T00:00:00Z,US
U0005636,2024-02-25T00:00:00Z,US
U0005637,2024-03-11T00:00:00Z,CA
U0005638,2024-02-05T00:00:00Z,MX
U0005639,2023-05-22T00:00:00Z,ES
U0005640,2023-03-28T00:00:00Z,MX
U0005641,2020-09-16T00:00:00Z,ES
U0005642,2020-08-03T00:00:00Z,DE
U0005643,2023-11-26T00:00:00Z,FR
U0005644,2025-03-29T00:00:00Z,IN
U0005645,2025-02-11T00:00:00Z,CA
U0005646,2021-03-08T00:00:00Z,BR
U0005647,2023-10-18T00:00:00Z,ES
U0005648,2024-03-12T00:00:00Z,BR
U0005649,2024-12-11T00:00:00Z,BR
U0005650,2023-10-17T00:00:00Z,DE
U0005651,2024-12-12T00:00:00Z,GB
U0005652,2022-11-17T00:00:00Z,DE
U0005653,2024-02-11T00:00:00Z,BR
U0005654,2024-10-28T00:00:00Z,MX
U0005655,2022-11-14T00:00:00Z,FR
U0005656,2022-11-15T00:00:00Z,US
U0005657,2023-01-23T00:00:00Z,AU
U0005658,2024-05-08T00:00:00Z,CA
U0005659,2025-06-07T00:00:00Z,MX
U0005660,2022-08-15T00:00:00Z,FR
U0005661,2023-11-27T00:00:00Z,CA
U0005662,2020-04-14T00:00:00Z,MX
U0005663,2020-01-18T00:00:00Z,IN
U0005664,2022-08-21T00:00:00Z,CA
U0005665,2022-10-13T00:00:00Z,MX
U0005666,2021-08-05T00:00:00Z,MX
U0005667,2023-04-07T00:00:00Z,MX
U0005668,2024-10-06T00:00:00Z,AU
U0005669,2024-05-20T00:00:00Z,AU
U0005670,2021-10-02T00:00:00Z,ES
U0005671,2023-11-01T00:00:00Z,AU
U0005672,2024-11-15T00:00:00Z,AU
U0005673,2021-07-21T00:00:00Z,US
U0005674,2024-10-06T00:00:00Z,IN
U0005675,2022-07-14T00:00:00Z,FR
U0005676,2023-04-05T00:00:00Z,GB
U0005677,2024-03-03T00:00:00Z,FR
U0005678,2020-10-04T00:00:00Z,FR
U0005679,2023-08-04T00:00:00Z,DE
U0005680,2021-08-06T00:00:00Z,CA
U0005681,2021-09-01T00:00:00Z,ES
U0005682,2024-08-27T00:00:00Z,DE
U0005683,2023-03-09T00:00:00Z,US
U0005684,2023-11-12T00:00:00Z,FR
U0005685,2020-03-04T00:00:00Z,AU
U0005686,2021-05-25T00:00:00Z,DE
U0005687,2023-04-02T00:00:00Z,BR
U0005688,2021-03-04T00:00:00Z,MX
U0005689,2022-11-22T00:00:00Z,DE
U0005690,2025-05-09T00:00:00Z,MX
U0005691,2024-02-26T00:00:00Z,IN
U0005692,2022-08-04T00:00:00Z,MX
U0005693,2023-12-12T00:00:00Z,MX
U0005694,2025-06-01T00:00:00Z,FR
U0005695,2022-01-15T00:00:00Z,BR
U0005696,2024-10-17T00:00:00Z,DE
U0005697,2022-07-11T00:00:00Z,BR
U0005698,2024-03-28T00:00:00Z,CA
U0005699,2025-03-03T00:00:00Z,ES
U0005700,2021-11-06T00:00:00Z,FR
U0005701,2023-09-25T00:00:00Z,BR
U0005702,2020-05-27T00:00:00Z,FR
U0005703,2022-09-03T00:00:00Z,BR
U0005704,2021-09-25T00:00:00Z,CA
U0005705,2021-09-19T00:00:00Z,IN
U0005706,2022-09-28T00:00:00Z,CA
U0005707,2020-04-26T00:00:00Z,ES
U0005708,2023-08-28T00:00:00Z,US
U0005709,2024-07-09T00:00:00Z,ES
U0005710,2022-08-11T00:00:00Z,FR
U0005711,2020-07-11T00:00:00Z,CA
U0005712,2021-10-09T00:00:00Z,IN
U0005713,2023-08-07T00:00:00Z,IN
U0005714,2022-10-04T00:00:00Z,BR
U0005715,2022-12-30T00:00:00Z,CA
U0005716,2022-03-05T00:00:00Z,MX
U0005717,2020-11-16T00:00:00Z,GB
U0005718,2021-01-25T00:00:00Z,CA
U0005719,2024-01-05T00:00:00Z,BR
U0005720,2021-10-20T00:00:00Z,AU
U0005721,2020-01-28T00:00:00Z,CA
U0005722,2025-01-25T00:00:00Z,CA
U0005723,2022-04-17T00:00:00Z,MX
U0005724,2023-04-18T00:00:00Z,MX
U0005725,2021-11-27T00:00:00Z,GB
U0005726,2025-05-07T00:00:00Z,BR
U0005727,2021-11-13T00:00:00Z,IN
U0005728,2024-01-31T00:00:00Z,GB
U0005729,2021-04-04T00:00:00Z,US
U0005730,2024-04-15T00:00:00Z,GB
U0005731,2025-03-19T00:00:00Z,FR
U0005732,2021-10-07T00:00:00Z,CA
U0005733,2020-11-20T00:00:00Z,ES
U0005734,2021-05-02T00:00:00Z,DE
U0005735,2023-11-23T00:00:00Z,DE
U0005736,2024-07-14T00:00:00Z,US
U0005737,2021-08-06T00:00:00Z,MX
U0005738,2022-07-11T00:00:00Z,GB
U0005739,2021-06-21T00:00:00Z,MX
U0005740,2023-11-14T00:00:00Z,IN
U0005741,2021-01-20T00:00:00Z,GB
U0005742,2025-06-06T00:00:00Z,GB
U0005743,2021-05-18T00:00:00Z,AU
U0005744,2022-09-14T00:00:00Z,ES
U0005745,2020-06-02T00:00:00Z,AU
U0005746,2022-05-18T00:00:00Z,MX
U0005747,2021-11-06T00:00:00Z,IN
U0005748,2023-04-13T00:00:00Z,CA
U0005749,2023-12-25T00:00:00Z,DE
U0005750,2021-10-04T00:00:00Z,DE
U0005751,2021-12-06T00:00:00Z,ES
U0005752,2020-03-26T00:00:00Z,GB
U0005753,2020-03-16T00:00:00Z,IN
U0005754,2022-04-21T00:00:00Z,US
U0005755,2022-08-21T00:00:00Z,AU
U0005756,2020-05-30T00:00:00Z,CA
U0005757,2022-05-06T00:00:00Z,AU
U0005758,2021-06-27T00:00:00Z,DE
U0005759,2023-02-28T00:00:00Z,AU
U0005760,2024-06-25T00:00:00Z,ES
U0005761,2024-06-24T00:00:00Z,FR
U0005762,2020-08-15T00:00:00Z,GB
U0005763,2020-08-08T00:00:00Z,BR
U0005764,2023-02-28T00:00:00Z,CA
U0005765,2025-03-13T00:00:00Z,MX
U0005766,2020-07-09T00:00:00Z,GB
U0005767,2022-09-05T00:00:00Z,IN
U0005768,2024-09-21T00:00:00Z,FR
U0005769,2021-10-27T00:00:00Z,IN
U0005770,2022-06-15T00:00:00Z,FR
U0005771,2020-07-30T00:00:00Z,GB
U0005772,2020-12-11T00:00:00Z,GB
U0005773,2025-01-30T00:00:00Z,BR
U0005774,2023-08-22T00:00:00Z,CA
U0005775,2023-09-05T00:00:00Z,IN
U0005776,2022-01-16T00:00:00Z,FR
U0005777,2021-08-29T00:00:00Z,AU
U0005778,2022-05-08T00:00:00Z,BR
U0005779,2023-11-24T00:00:00Z,DE
U0005780,2021-05-23T00:00:00Z,IN
U0005781,2025-04-02T00:00:00Z,AU
U0005782,2022-01-29T00:00:00Z,DE
U0005783,2021-10-25T00:00:00Z,DE
U0005784,2023-04-04T00:00:00Z,DE
U0005785,2020-04-14T00:00:00Z,GB
U0005786,2025-06-08T00:00:00Z,FR
U0005787,2021-03-10T00:00:00Z,DE
U0005788,2022-05-27T00:00:00Z,IN
U0005789,2022-10-20T00:00:00Z,ES
U0005790,2022-09-24T00:00:00Z,BR
U0005791,2023-05-25T00:00:00Z,AU
U0005792,2025-03-05T00:00:00Z,CA
U0005793,2021-04-20T00:00:00Z,GB
U0005794,2022-09-26T00:00:00Z,FR
U0005795,2024-10-22T00:00:00Z,CA
U0005796,2023-03-26T00:00:00Z,MX
U0005797,2020-05-06T00:00:00Z,AU
U0005798,2023-10-21T00:00:00Z,FR
U0005799,2020-03-13T00:00:00Z,IN
U0005800,2022-11-30T00:00:00Z,GB
U0005801,2023-11-22T00:00:00Z,CA
U0005802,2022-03-30T00:00:00Z,MX
U0005803,2022-02-11T00:00:00Z,GB
U0005804,2025-04-25T00:00:00Z,FR
U0005805,2024-12-27T00:00:00Z,MX
U0005806,2020-02-05T00:00:00Z,GB
U0005807,2025-04-23T00:00:00Z,GB
U0005808,2020-11-02T00:00:00Z,IN
U0005809,2023-03-01T00:00:00Z,ES
U0005810,2022-02-06T00:00:00Z,DE
U0005811,2023-10-17T00:00:00Z,IN
U0005812,2022-03-31T00:00:00Z,US
U0005813,2022-07-26T00:00:00Z,MX
U0005814,2020-03-17T00:00:00Z,FR
U0005815,2023-08-10T00:00:00Z,ES
U0005816,2020-02-18T00:00:00Z,US
U0005817,2025-05-12T00:00:00Z,DE
U0005818,2023-10-20T00:00:00Z,US
U0005819,2020-12-19T00:00:00Z,IN
U0005820,2020-04-24T00:00:00Z,CA
U0005821,2023-04-11T00:00:00Z,CA
U0005822,2021-06-01T00:00:00Z,AU
U0005823,2023-06-06T00:00:00Z,IN
U0005824,2022-07-25T00:00:00Z,FR
U0005825,2023-05-12T00:00:00Z,ES
U0005826,2025-01-05T00:00:00Z,GB
U0005827,2025-02-11T00:00:00Z,US
U0005828,2022-02-22T00:00:00Z,GB
U0005829,2024-01-31T00:00:00Z,US
U0005830,2023-02-02T00:00:00Z,CA
U0005831,2023-11-05T00:00:00Z,CA
U0005832,2024-03-26T00:00:00Z,CA
U0005833,2023-04-19T00:00:00Z,US
U0005834,2024-02-25T00:00:00Z,MX
U0005835,2020-11-18T00:00:00Z,MX
U0005836,2025-02-26T00:00:00Z,FR
U0005837,2024-05-22T00:00:00Z,MX
U0005838,2020-10-27T00:00:00Z,US
U0005839,2020-01-06T00:00:00Z,DE
U0005840,2021-04-04T00:00:00Z,IN
U0005841,2022-09-10T00:00:00Z,US
U0005842,2020-11-22T00:00:00Z,GB
U0005843,2025-02-26T00:00:00Z,FR
U0005844,2020-03-27T00:00:00Z,IN
U0005845,2025-01-12T00:00:00Z,BR
U0005846,2020-09-14T00:00:00Z,GB
U0005847,2022-11-12T00:00:00Z,CA
U0005848,2023-08-29T00:00:00Z,ES
U0005849,2022-06-29T00:00:00Z,AU
U0005850,2021-01-07T00:00:00Z,ES
U0005851,2024-05-15T00:00:00Z,IN
U0005852,2021-10-08T00:00:00Z,AU
U0005853,2023-06-24T00:00:00Z,BR
U0005854,2021-10-25T00:00:00Z,ES
U0005855,2024-02-14T00:00:00Z,BR
U0005856,2023-01-01T00:00:00Z,ES
U0005857,2024-06-04T00:00:00Z,GB
U0005858,2024-12-29T00:00:00Z,BR
U0005859,2025-03-26T00:00:00Z,GB
U0005860,2020-05-07T00:00:00Z,FR
U0005861,2021-01-31T00:00:00Z,GB
U0005862,2020-11-21T00:00:00Z,BR
U0005863,2024-08-28T00:00:00Z,IN
U0005864,2025-05-20T00:00:00Z,US
U0005865,2020-12-08T00:00:00Z,FR
U0005866,2025-06-21T00:00:00Z,MX
U0005867,2023-02-07T00:00:00Z,IN
U0005868,2025-01-20T00:00:00Z,AU
U0005869,2021-06-13T00:00:00Z,FR
U0005870,2023-12-12T00:00:00Z,FR
U0005871,2022-01-18T00:00:00Z,BR
U0005872,2023-04-02T00:00:00Z,DE
U0005873,2020-10-08T00:00:00Z,AU
U0005874,2022-10-02T00:00:00Z,FR
U0005875,2020-01-27T00:00:00Z,MX
U0005876,2022-05-03T00:00:00Z,IN
U0005877,2023-08-17T00:00:00Z,FR
U0005878,2024-12-19T00:00:00Z,AU
U0005879,2022-06-20T00:00:00Z,GB
U0005880,2023-11-23T00:00:00Z,AU
U0005881,2025-02-20T00:00:00Z,DE
U0005882,2020-12-28T00:00:00Z,DE
U0005883,2022-08-02T00:00:00Z,CA
U0005884,2022-07-16T00:00:00Z,BR
U0005885,2022-08-11T00:00:00Z,AU
U0005886,2022-08-19T00:00:00Z,ES
U0005887,2023-01-26T00:00:00Z,BR
U0005888,2021-06-18T00:00:00Z,IN
U0005889,2022-06-23T00:00:00Z,IN
U0005890,2024-07-17T00:00:00Z,MX
U0005891,2021-07-12T00:00:00Z,FR
U0005892,2021-10-13T00:00:00Z,ES
U0005893,2022-08-16T00:00:00Z,ES
U0005894,2024-05-07T00:00:00Z,IN
U0005895,2022-06-07T00:00:00Z,US
U0005896,2020-10-18T00:00:00Z,MX
U0005897,2022-11-18T00:00:00Z,BR
U0005898,2023-05-27T00:00:00Z,ES
U0005899,2025-05-06T00:00:00Z,GB
U0005900,2023-01-22T00:00:00Z,AU
U0005901,2020-11-13T00:00:00Z,FR
U0005902,2022-12-05T00:00:00Z,IN
U0005903,2024-06-17T00:00:00Z,MX
U0005904,2020-10-06T00:00:00Z,BR
U0005905,2024-06-19T00:00:00Z,GB
U0005906,2025-01-04T00:00:00Z,FR
U0005907,2023-11-08T00:00:00Z,US
U0005908,2023-12-19T00:00:00Z,FR
U0005909,2021-06-10T00:00:00Z,US
U0005910,2022-06-15T00:00:00Z,IN
U0005911,2020-01-03T00:00:00Z,DE
U0005912,2021-02-05T00:00:00Z,ES
